fecha,identificativo de ticket,ubicación,item,categoría,precio,url
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CAFÉ LECHE ESPRESSO,"Cacao, café e infusiones",0.75,https://tienda.mercadona.es/product/10644/cafe-con-leche-espresso-hacendado-vaso
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CAFÉ LECHE CAPPUCCIN,"Cacao, café e infusiones",0.75,https://tienda.mercadona.es/product/10666/cafe-con-leche-cappuccino-hacendado-vaso
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CAFÉ LECHE CAPPUCCIN,"Cacao, café e infusiones",0.75,https://tienda.mercadona.es/product/10666/cafe-con-leche-cappuccino-hacendado-vaso
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CAFÉ LECHE CAPPUCCIN,"Cacao, café e infusiones",0.75,https://tienda.mercadona.es/product/10666/cafe-con-leche-cappuccino-hacendado-vaso
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CAFÉ LECHE CAPPUCCIN,"Cacao, café e infusiones",0.75,https://tienda.mercadona.es/product/10666/cafe-con-leche-cappuccino-hacendado-vaso
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ESPINAZO CERDO,Carne,1.37,https://tienda.mercadona.es/product/2689/espinazo-cerdo-bandeja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ESPINAZO CERDO,Carne,1.3,https://tienda.mercadona.es/product/2689/espinazo-cerdo-bandeja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MANOS,Limpieza y hogar,2.76,https://tienda.mercadona.es/product/35998/lavavajillas-ultra-concentrado-bosque-verde-lavado-mano-botella
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CUQUITOS,Charcutería y quesos,0.75,https://tienda.mercadona.es/product/59018/mini-taquitos-jamon-incarlopsa-pack-2
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CUQUITOS,Charcutería y quesos,0.75,https://tienda.mercadona.es/product/59018/mini-taquitos-jamon-incarlopsa-pack-2
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ESPINAZO CERDO,Carne,1.33,https://tienda.mercadona.es/product/2689/espinazo-cerdo-bandeja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MANOS,Limpieza y hogar,3.21,https://tienda.mercadona.es/product/35998/lavavajillas-ultra-concentrado-bosque-verde-lavado-mano-botella
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,Q SEMI MEZCLA,otros,4.13,URL no encontrada
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,SARTA PICANTE,Charcutería y quesos,2.49,https://tienda.mercadona.es/product/23146/chorizo-sarta-extra-picante-ahumado-leon-pieza
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MAXI HAMBURGUESA,Panadería y pastelería,0.9,https://tienda.mercadona.es/product/13803/pan-maxi-hamburguesa-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,DESNAT.NATURAL EDULC,otros,1.05,URL no encontrada
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MINI BISCOTTE NORMAL,Panadería y pastelería,0.8,https://tienda.mercadona.es/product/82117/mini-biscotes-trigo-minigrill-caja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,PIPA GIGANTE SAL,Aperitivos,1.2,https://tienda.mercadona.es/product/34079/pipas-girasol-tostadas-hacendado-gigante-con-sal-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,PIPA GIGANTE SAL,Aperitivos,1.2,https://tienda.mercadona.es/product/34079/pipas-girasol-tostadas-hacendado-gigante-con-sal-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MAIZ FRITO CRUJIENTE,Aperitivos,1.0,https://tienda.mercadona.es/product/34821/maiz-frito-crujiente-tierno-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MAIZ FRITO CRUJIENTE,Aperitivos,1.0,https://tienda.mercadona.es/product/34821/maiz-frito-crujiente-tierno-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MAIZ FRITO CRUJIENTE,Aperitivos,1.0,https://tienda.mercadona.es/product/34821/maiz-frito-crujiente-tierno-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,COCKTAIL MEZCLA,Aperitivos,1.5,https://tienda.mercadona.es/product/34231/cocktail-mezcla-hacendado-compuesto-maiz-cacahuetes-garbanzos-bolita-snack-pasas-sultanas-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,QUESO RALLADO PIZZA,Charcutería y quesos,1.54,https://tienda.mercadona.es/product/51110/queso-rallado-mozzarella-pizza-roma-vaca-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FLAN VAINILLA,Postres y yogures,1.0,https://tienda.mercadona.es/product/68137/natillas-sabor-vainilla-hacendado-pack-4
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FLAN VAINILLA,Postres y yogures,1.0,https://tienda.mercadona.es/product/68137/natillas-sabor-vainilla-hacendado-pack-4
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,AJO PEREJIL,Panadería y pastelería,1.35,https://tienda.mercadona.es/product/82227/pan-rallado-con-ajo-perejil-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,AJO PEREJIL,Panadería y pastelería,1.35,https://tienda.mercadona.es/product/82227/pan-rallado-con-ajo-perejil-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,VARITAS DIF JASMINE,Cereales y galletas,2.15,https://tienda.mercadona.es/product/14085/galletas-mini-caritas-hacendado-con-crema-cacao-caja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,PAN BLANCO FAMILIAR,Panadería y pastelería,1.25,https://tienda.mercadona.es/product/83867/pan-molde-blanco-familiar-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,SALCHICHON 4PACK,Charcutería y quesos,2.05,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,SALCHICHON 4PACK,Charcutería y quesos,2.05,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CHORIZO 4PACK,Charcutería y quesos,2.1,https://tienda.mercadona.es/product/59086/chorizo-extra-hacendado-lonchas-pack-4
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CHORIZO 4PACK,Charcutería y quesos,2.1,https://tienda.mercadona.es/product/59086/chorizo-extra-hacendado-lonchas-pack-4
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CHORIZO PAMPLO 4 PAC,Charcutería y quesos,1.95,https://tienda.mercadona.es/product/54209/chorizo-dulce-extra-hacendado-pieza
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,CHORIZO PAMPLO 4 PAC,Charcutería y quesos,1.95,https://tienda.mercadona.es/product/54209/chorizo-dulce-extra-hacendado-pieza
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,JAMÓN SERRANO SOBRE,Charcutería y quesos,4.1,https://tienda.mercadona.es/product/59151/jamon-serrano-incarlopsa-lonchas-extrafinas-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,JAMÓN SERRANO SOBRE,Charcutería y quesos,4.1,https://tienda.mercadona.es/product/59151/jamon-serrano-incarlopsa-lonchas-extrafinas-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,0% CON FRUTAS X8,Aperitivos,2.05,https://tienda.mercadona.es/product/34822/palomitas-maiz-con-sal-hacendado-microondas-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,GOLOSINAS MINI MIX,"Azúcar, caramelos y chocolate",1.6,https://tienda.mercadona.es/product/8946/golosinas-mini-mix-con-pica-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,UNTAPÁN CANGREJO,Pizzas y platos preparados,1.5,https://tienda.mercadona.es/product/8251/untapan-cangrejo-hacendado-tarrina
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FILETE CABEZA LOMO,Carne,5.42,https://tienda.mercadona.es/product/2817/filetes-lomo-cerdo-cabeza-bandeja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,BURGER CERDO,Carne,2.5,https://tienda.mercadona.es/product/2872/burger-vacuno-cerdo-bandeja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FILETE LOMO FAM,Carne,6.37,https://tienda.mercadona.es/product/3395/filetes-lomo-cerdo-familiar-bandeja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,AZUCAR,Agua y refrescos,1.25,https://tienda.mercadona.es/product/29073/refresco-cola-hacendado-zero-azucar-botella
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ALMEJA BLANCA NORTE,"Conservas, caldos y cremas",1.5,https://tienda.mercadona.es/product/18579/almejas-blancas-norte-natural-hacendado-lata
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ALMEJA BLANCA NORTE,"Conservas, caldos y cremas",1.5,https://tienda.mercadona.es/product/18579/almejas-blancas-norte-natural-hacendado-lata
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,KETCHUP,"Aceite, especias y salsas",1.25,https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,SAL YODADA,"Aceite, especias y salsas",0.35,https://tienda.mercadona.es/product/19732/sal-yodada-fina-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,JAMON COCIDO SANDWIC,Charcutería y quesos,2.05,https://tienda.mercadona.es/product/59215/jamon-cocido-extra-sandwich-hacendado-lonchas-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MELOCOTON S/AZ,Zumos,1.0,https://tienda.mercadona.es/product/39119/bebida-pina-hacendado-sin-azucares-anadidos-brick
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.2,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.2,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.2,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,LAVAV. MAQ. LIQUIDO,Limpieza y hogar,2.95,https://tienda.mercadona.es/product/86643/cepillo-lavar-con-asa-bosque-verde
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ROLLO COCINA JUMBO,Limpieza y hogar,3.55,https://tienda.mercadona.es/product/49619/papel-hogar-compacto-absorbente-bosque-verde-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FILETE PECHUGA,Carne,4.94,https://tienda.mercadona.es/product/3400/filetes-pechuga-pollo-corte-fino-minimo-10-filetes-bandeja
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ACEITUNA NEGRA S/H,Aperitivos,1.05,https://tienda.mercadona.es/product/5588/aceitunas-negras-hacendado-sin-hueso-pack-3
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ATUN EN A. GIRASOL,"Conservas, caldos y cremas",6.45,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ATUN EN A. GIRASOL,"Conservas, caldos y cremas",6.45,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ATUN EN A. GIRASOL,"Conservas, caldos y cremas",6.45,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ALLIOLI TARRINA,"Aceite, especias y salsas",1.05,https://tienda.mercadona.es/product/17172/allioli-hacendado-tarrina
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ALLIOLI TARRINA,"Aceite, especias y salsas",1.05,https://tienda.mercadona.es/product/17172/allioli-hacendado-tarrina
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ACEITUNA SIN HUESO,Aperitivos,2.6,https://tienda.mercadona.es/product/33053/aceitunas-manzanilla-hacendado-sin-hueso-tarro
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ROSCA JAMÓN Y QUESO,Pizzas y platos preparados,3.8,https://tienda.mercadona.es/product/35851/rosca-jamon-serrano-queso-emmental-hacendado
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,PIZZA ATUN BACON,Pizzas y platos preparados,2.9,https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,SALCHICHAS PACK-4,Charcutería y quesos,2.25,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MASA EMPANADA,Panadería y pastelería,2.4,https://tienda.mercadona.es/product/9860/masa-gruesa-empanadas-buitoni-estilo-argentino-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ANCHOAS A.GIRASOL P3,Marisco y pescado,2.1,https://tienda.mercadona.es/product/18407/filetes-anchoa-aceite-girasol-hacendado-pack-3
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,BASE DE PIZZA,Congelados,2.4,https://tienda.mercadona.es/product/63648/bases-pizza-artesanas-extrafinas-crujientes-hacendado-ultracongeladas-con-aceite-oliva-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MEJILLONES ESCABECHE,"Conservas, caldos y cremas",2.6,https://tienda.mercadona.es/product/18615/mejillones-escabeche-hacendado-pequenos-pack-2
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MEJILLONES ESCABECHE,"Conservas, caldos y cremas",2.6,https://tienda.mercadona.es/product/18615/mejillones-escabeche-hacendado-pequenos-pack-2
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,LONCHAS DE QUESO,Charcutería y quesos,2.2,https://tienda.mercadona.es/product/51110/queso-rallado-mozzarella-pizza-roma-vaca-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MACARRON,"Arroz, legumbres y pasta",1.24,https://tienda.mercadona.es/product/6250/macarron-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MACARRON,"Arroz, legumbres y pasta",1.24,https://tienda.mercadona.es/product/6250/macarron-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FIDEO CABELLO,"Arroz, legumbres y pasta",0.79,https://tienda.mercadona.es/product/13577/fideo-cabello-angel-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FIDEO CABELLO,"Arroz, legumbres y pasta",0.79,https://tienda.mercadona.es/product/13577/fideo-cabello-angel-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,6 HUEVOS GRANDES-L,"Huevos, leche y mantequilla",1.2,https://tienda.mercadona.es/product/31504/huevos-grandes-l-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,MORTADELA ACEITUNAS,Charcutería y quesos,1.25,https://tienda.mercadona.es/product/59335/mortadela-con-aceitunas-hacendado-lonchas-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ORÉGANO,"Aceite, especias y salsas",0.95,https://tienda.mercadona.es/product/5598/oregano-hacendado-bote
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ARROZ REDONDO,"Arroz, legumbres y pasta",1.27,https://tienda.mercadona.es/product/5044/arroz-redondo-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ARROZ REDONDO,"Arroz, legumbres y pasta",1.27,https://tienda.mercadona.es/product/5044/arroz-redondo-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,24 HUEVOS FRESCOS,"Arroz, legumbres y pasta",3.8,https://tienda.mercadona.es/product/6153/pasta-fresca-tagliatelle-huevo-hacendado-paquete
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FANTA NARANJA 4 L.,Agua y refrescos,3.0,https://tienda.mercadona.es/product/27510/refresco-fanta-naranja-zero-azucares-anadidos-lata
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,ACEITE VIRGEN,"Aceite, especias y salsas",7.9,https://tienda.mercadona.es/product/4740/aceite-oliva-virgen-extra-hacendado-botella
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,FTE. CABALLA TOMATE,otros,1.55,URL no encontrada
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,AGUA MINERAL,Agua y refrescos,0.25,https://tienda.mercadona.es/product/28089/agua-mineral-grande-font-natura-mineralizacion-debil-pack-6
06/09/2024 17:22,4168-016-279833,AVDA. DEL AJEDREZ LUIS RENTERO S/N 23700 LINARES,BARRA DE PAN 3 UDS,Panadería y pastelería,1.15,https://tienda.mercadona.es/product/82322/pan-molde-blanco-sin-corteza-hacendado-paquete
11/09/2024 19:22,3112-012-131877,C/ TETUÁN 7 23700 LINARES,INS PERFUMADO,otros,2.15,URL no encontrada
11/09/2024 19:22,3112-012-131877,C/ TETUÁN 7 23700 LINARES,GOFRE CHOCOLATE,Panadería y pastelería,1.45,https://tienda.mercadona.es/product/52892/gofres-con-chocolate-hacendado-paquete
11/09/2024 19:22,3112-012-131877,C/ TETUÁN 7 23700 LINARES,PAPEL HUMEDO WC,Cuidado facial y corporal,1.55,https://tienda.mercadona.es/product/47291/papel-higienico-humedo-wc-bosque-verde-con-aloe-vera-camomila-paquete
11/09/2024 19:22,3112-012-131877,C/ TETUÁN 7 23700 LINARES,COLGADOR WC SPA,Limpieza y hogar,1.3,https://tienda.mercadona.es/product/8264/colgador-wc-maxigotas-spa-bosque-verde-paquete
11/09/2024 19:22,3112-012-131877,C/ TETUÁN 7 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,MINI BISCOTTE NORMAL,Panadería y pastelería,0.8,https://tienda.mercadona.es/product/82117/mini-biscotes-trigo-minigrill-caja
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,PAN BLANCO FAMILIAR,Panadería y pastelería,1.25,https://tienda.mercadona.es/product/83867/pan-molde-blanco-familiar-hacendado-paquete
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,ACT.BLANQUEANTE LIQ.,otros,1.75,URL no encontrada
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,ROLLO COCINA JUMBO,Limpieza y hogar,3.65,https://tienda.mercadona.es/product/49619/papel-hogar-compacto-absorbente-bosque-verde-paquete
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,PAPEL HUMEDO WC,Cuidado facial y corporal,1.55,https://tienda.mercadona.es/product/47291/papel-higienico-humedo-wc-bosque-verde-con-aloe-vera-camomila-paquete
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,FLAN VAINILLA,Postres y yogures,1.0,https://tienda.mercadona.es/product/68137/natillas-sabor-vainilla-hacendado-pack-4
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,PIZZA ATUN BACON,Pizzas y platos preparados,2.9,https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,ROSCA JAMÓN Y QUESO,Pizzas y platos preparados,3.8,https://tienda.mercadona.es/product/35851/rosca-jamon-serrano-queso-emmental-hacendado
22/10/2024 13:03,3112-011-590249,C/ TETUÁN 7 23700 LINARES,MORTADELA ACEITUNAS,Charcutería y quesos,1.25,https://tienda.mercadona.es/product/59335/mortadela-con-aceitunas-hacendado-lonchas-paquete
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,ROSCA LOMO Y BACON,Pizzas y platos preparados,3.5,https://tienda.mercadona.es/product/35822/rosca-lomo-bacon-queso-emmental-hacendado
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,Q RALLADO EMMENTAL,otros,1.61,URL no encontrada
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,Q RALLADO EMMENTAL,otros,1.61,URL no encontrada
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,PATATAS CHURRERIA,Fruta y verdura,1.05,https://tienda.mercadona.es/product/69066/patata-pieza
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,6 HUEVOS GRANDES-L,"Huevos, leche y mantequilla",1.22,https://tienda.mercadona.es/product/31504/huevos-grandes-l-paquete
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,ACEITUNA S/HUESO P3,Aperitivos,1.65,https://tienda.mercadona.es/product/52622/aceitunas-picadedos-hacendado-alinadas-sin-hueso-tarro
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,PACK-4 SALCH.FRANKF,"Huevos, leche y mantequilla",1.75,https://tienda.mercadona.es/product/10381/leche-semidesnatada-hacendado-pack-6
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,SALCHICHAS PACK-4,Charcutería y quesos,2.25,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,CINTAS DE BACON,Charcutería y quesos,2.2,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,GEL AFEITAR SENS.,Cuidado facial y corporal,1.55,https://tienda.mercadona.es/product/23013/gel-afeitar-sensitive-deliplus-bote
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.2,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.2,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,MAYONESA 460ML,"Aceite, especias y salsas",1.25,https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,MAYONESA 460ML,"Aceite, especias y salsas",1.25,https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,MAYONESA 460ML,"Aceite, especias y salsas",1.25,https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,MAYONESA 460ML,"Aceite, especias y salsas",1.25,https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote
