fecha,identificativo de ticket,ubicación,item,categoría,precio,url
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,TOM.RECETA ARTESANA,otros,1.5,URL no encontrada
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
28/10/2024 14:06,3112-020-154731,C/ TETUÁN 7 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,PIZZA ATUN BACON,Pizzas y platos preparados,2.9,https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,ROSCA JAMÓN Y QUESO,Pizzas y platos preparados,3.8,https://tienda.mercadona.es/product/35851/rosca-jamon-serrano-queso-emmental-hacendado
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,HIGIENICO DOBLE ROLL,Limpieza y hogar,4.7,https://tienda.mercadona.es/product/47818/papel-higienico-doble-rollo-bosque-verde-paquete
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,PAN BLANCO FAMILIAR,Panadería y pastelería,1.25,https://tienda.mercadona.es/product/83867/pan-molde-blanco-familiar-hacendado-paquete
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,FLAN VAINILLA,Postres y yogures,1.0,https://tienda.mercadona.es/product/68137/natillas-sabor-vainilla-hacendado-pack-4
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,MORTADELA ACEITUNAS,Charcutería y quesos,1.25,https://tienda.mercadona.es/product/59335/mortadela-con-aceitunas-hacendado-lonchas-paquete
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,MACARRON,"Arroz, legumbres y pasta",1.22,https://tienda.mercadona.es/product/6250/macarron-hacendado-paquete
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,TORTILLA PAT C/CEB,Pizzas y platos preparados,2.6,https://tienda.mercadona.es/product/80895/tortilla-patata-cebolla-hacendado-con-aceite-oliva-bandeja
21/11/2024 15:41,3112-011-604038,C/ TETUÁN 7 23700 LINARES,SURTIDO DULCES,Panadería y pastelería,3.47,https://tienda.mercadona.es/product/84937/surtido-croissants-rellenos-crema-cacao-crema-con-leche-sabor-chocolate-blanco-bandeja
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,ROSCA JAMÓN Y QUESO,Pizzas y platos preparados,3.8,https://tienda.mercadona.es/product/35851/rosca-jamon-serrano-queso-emmental-hacendado
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,PIZZA ATUN BACON,Pizzas y platos preparados,2.9,https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,TRUFA CACAO,"Azúcar, caramelos y chocolate",1.9,https://tienda.mercadona.es/product/36307/trufas-clasicas-cacao-hacendado-caja
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.2,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,ALLIOLI TARRINA,"Aceite, especias y salsas",1.05,https://tienda.mercadona.es/product/17172/allioli-hacendado-tarrina
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,T CHOCO CRUJIENTE,otros,1.95,URL no encontrada
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,POLVORON GRANEL,Panadería y pastelería,6.28,https://tienda.mercadona.es/product/85708/polvoron-almendra-muralla
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,SURTIDO DULCES,Panadería y pastelería,2.27,https://tienda.mercadona.es/product/84937/surtido-croissants-rellenos-crema-cacao-crema-con-leche-sabor-chocolate-blanco-bandeja
14/12/2024 19:17,3112-014-432457,C/ TETUÁN 7 23700 LINARES,POLVORON GRANEL,Panadería y pastelería,3.47,https://tienda.mercadona.es/product/85708/polvoron-almendra-muralla
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,SNACK LECHE AVELLANA,Aperitivos,1.85,https://tienda.mercadona.es/product/86146/patatas-fritas-extra-crujientes-hacendado-paquete
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,SNACK LECHE AVELLANA,Aperitivos,1.85,https://tienda.mercadona.es/product/86146/patatas-fritas-extra-crujientes-hacendado-paquete
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,PIZZA JAMON Y QUESO,Pizzas y platos preparados,2.5,https://tienda.mercadona.es/product/63581/pizza-jamon-queso-hacendado
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,ROSCA JAMON Y QUESO,Pizzas y platos preparados,3.5,https://tienda.mercadona.es/product/35851/rosca-jamon-serrano-queso-emmental-hacendado
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,GOFRE CHOCOLATE,Panadería y pastelería,1.45,https://tienda.mercadona.es/product/52892/gofres-con-chocolate-hacendado-paquete
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,GOFRE CHOCOLATE,Panadería y pastelería,1.45,https://tienda.mercadona.es/product/52892/gofres-con-chocolate-hacendado-paquete
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,HIELO CUBITO 2KG,Congelados,0.85,https://tienda.mercadona.es/product/64126/cubos-hielo-paquete
12/09/2023 21:30,3112-021-757036,C/ TETUÁN S/N 23700 LINARES,VARITAS DIF JASMINE,Cereales y galletas,2.2,https://tienda.mercadona.es/product/14085/galletas-mini-caritas-hacendado-con-crema-cacao-caja
13/09/2023 18:34,4168-010-210482,AVDA. DEL AJEDREZ `LUIS RENTERO` S/N 23700 LINARES,200 SERVIL. BLANCAS,otros,1.3,URL no encontrada
13/09/2023 18:34,4168-010-210482,AVDA. DEL AJEDREZ `LUIS RENTERO` S/N 23700 LINARES,PAJITAS REUTI.,Limpieza y hogar,1.15,https://tienda.mercadona.es/product/23516/pajitas-rectas-reutilizables-paquete
13/09/2023 18:34,4168-010-210482,AVDA. DEL AJEDREZ `LUIS RENTERO` S/N 23700 LINARES,PLATO GRANDE,Marisco y pescado,1.6,https://tienda.mercadona.es/product/4578/surtido-sushi-bento-grande-contiene-4-uramakis-4-makis-4-nigiris-2-futomakis-salsa-soja-salsa-ponzu-salsa-wasabi-bandeja
13/09/2023 18:34,4168-010-210482,AVDA. DEL AJEDREZ `LUIS RENTERO` S/N 23700 LINARES,VASO REUTILIZABLE,Limpieza y hogar,1.55,https://tienda.mercadona.es/product/22496/vasos-medianos-plastico-bosque-verde-reutilizables-400-ml-paquete
13/09/2023 18:34,4168-010-210482,AVDA. DEL AJEDREZ `LUIS RENTERO` S/N 23700 LINARES,GALLETITAS SALADAS,Aperitivos,1.3,https://tienda.mercadona.es/product/14216/galletitas-saladas-hacendado-bote
13/09/2023 18:34,4168-010-210482,AVDA. DEL AJEDREZ `LUIS RENTERO` S/N 23700 LINARES,PATATAS SERRANO,Aperitivos,1.2,https://tienda.mercadona.es/product/86145/patatas-fritas-onduladas-hacendado-sabor-jamon-serrano-paquete
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,FANTA NARANJA 4 L.,Agua y refrescos,2.92,https://tienda.mercadona.es/product/27510/refresco-fanta-naranja-zero-azucares-anadidos-lata
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,COLA PACK,Agua y refrescos,3.72,https://tienda.mercadona.es/product/27449/refresco-coca-cola-zero-azucar-pack-2
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,MORTADELA ACEITUNAS,Charcutería y quesos,1.29,https://tienda.mercadona.es/product/59335/mortadela-con-aceitunas-hacendado-lonchas-paquete
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,CHORIZO AP. DULCE,Charcutería y quesos,2.5,https://tienda.mercadona.es/product/54209/chorizo-dulce-extra-hacendado-pieza
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,T CHOCO CRUJIENTE,otros,1.7,URL no encontrada
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,SALMÓN AHUMADO,Marisco y pescado,3.71,https://tienda.mercadona.es/product/53444/salmon-ahumado-hacendado-paquete
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,VALENCIANA,Panadería y pastelería,2.5,https://tienda.mercadona.es/product/82032/valencianas-hacendado-paquete
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,ROSCA LOMO-BACON-QUE,Fruta y verdura,3.5,https://tienda.mercadona.es/product/69444/tomate-rosa-pieza
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,PIZZA ATUN BACON,Pizzas y platos preparados,2.9,https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,MINI BISCOTTE NORMAL,Panadería y pastelería,0.8,https://tienda.mercadona.es/product/82117/mini-biscotes-trigo-minigrill-caja
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,SALCHICHAS PACK-4,Charcutería y quesos,2.39,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,CARACOLA AL CACAO,Panadería y pastelería,1.6,https://tienda.mercadona.es/product/84663/caracola-con-pasas-10-pieza
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,FLAN VAINILLA,Postres y yogures,1.0,https://tienda.mercadona.es/product/68137/natillas-sabor-vainilla-hacendado-pack-4
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,AGUA MINERAL,Agua y refrescos,0.2,https://tienda.mercadona.es/product/28089/agua-mineral-grande-font-natura-mineralizacion-debil-pack-6
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,MASA EMPANAD. REFRIG,Panadería y pastelería,1.1,https://tienda.mercadona.es/product/63476/masa-fresca-empanada-hacendado-pack-2
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,VELAS FRUTA TROPICAL,Limpieza y hogar,1.75,https://tienda.mercadona.es/product/35457/vela-perfumada-fruta-tropical-bosque-verde-pequena-caja
26/09/2023 19:40,3112-013-363448,C/ TETUÁN S/N 23700 LINARES,BATIDO CHOCOLATE PAC,"Huevos, leche y mantequilla",1.4,https://tienda.mercadona.es/product/10050/batido-chocolate-hacendado-pack-6
10/10/2023 20:33,3112-011-422326,C/ TETUÁN S/N 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.4,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
10/10/2023 20:33,3112-011-422326,C/ TETUÁN S/N 23700 LINARES,JABON MANOS DERMOP,Cuidado facial y corporal,0.9,https://tienda.mercadona.es/product/46699/jabon-manos-dermoprotector-deliplus-bote
10/10/2023 20:33,3112-011-422326,C/ TETUÁN S/N 23700 LINARES,PIMIENTA NEGRA MOLID,"Aceite, especias y salsas",1.05,https://tienda.mercadona.es/product/34171/pimienta-negra-molida-hacendado-bote
10/10/2023 20:33,3112-011-422326,C/ TETUÁN S/N 23700 LINARES,OREGANO,"Aceite, especias y salsas",0.75,https://tienda.mercadona.es/product/5598/oregano-hacendado-bote
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,CERVEZA CLASICA PET,Bodega,0.95,https://tienda.mercadona.es/product/66462/cerveza-clasica-steinburg-pack-12
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,CERVEZA CLASICA PET,Bodega,0.95,https://tienda.mercadona.es/product/66462/cerveza-clasica-steinburg-pack-12
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,PATATAS CHURRERIA,Fruta y verdura,1.0,https://tienda.mercadona.es/product/69066/patata-pieza
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,PATATAS CHURRERIA,Fruta y verdura,1.0,https://tienda.mercadona.es/product/69066/patata-pieza
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,PAN BLANCO FAMILIAR,Panadería y pastelería,1.25,https://tienda.mercadona.es/product/83867/pan-molde-blanco-familiar-hacendado-paquete
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,ALLIOLI TARRINA,"Aceite, especias y salsas",1.1,https://tienda.mercadona.es/product/17172/allioli-hacendado-tarrina
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,ALLIOLI TARRINA,"Aceite, especias y salsas",1.1,https://tienda.mercadona.es/product/17172/allioli-hacendado-tarrina
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,SALMÓN AHUMADO,Marisco y pescado,3.98,https://tienda.mercadona.es/product/53444/salmon-ahumado-hacendado-paquete
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,MAYONESA 460ML,"Aceite, especias y salsas",1.35,https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,MAYONESA 460ML,"Aceite, especias y salsas",1.35,https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,MAYONESA 460ML,"Aceite, especias y salsas",1.35,https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,Q RALLADO EMMENTAL,otros,1.63,URL no encontrada
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,Q RALLADO EMMENTAL,otros,1.63,URL no encontrada
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,SALAMI PACK-4,Charcutería y quesos,1.97,https://tienda.mercadona.es/product/59090/salami-extra-hacendado-lonchas-pack-4
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,CHORIZO 4PACK,Charcutería y quesos,2.19,https://tienda.mercadona.es/product/59086/chorizo-extra-hacendado-lonchas-pack-4
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,TOMATE FRITO BRICK P,"Aceite, especias y salsas",1.1,https://tienda.mercadona.es/product/17153/tomate-frito-estilo-casero-hacendado-con-aceite-oliva-brick
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,MACARRON,"Arroz, legumbres y pasta",1.24,https://tienda.mercadona.es/product/6250/macarron-hacendado-paquete
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,MAXI YORK LONCHAS,Charcutería y quesos,2.38,https://tienda.mercadona.es/product/56115/maxi-york-hacendado-finas-lonchas-paquete
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,CINTAS DE BACON,Charcutería y quesos,2.1,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
21/10/2023 20:04,3112-014-347536,C/ TETUÁN S/N 23700 LINARES,BASE DE PIZZA,Congelados,2.4,https://tienda.mercadona.es/product/63648/bases-pizza-artesanas-extrafinas-crujientes-hacendado-ultracongeladas-con-aceite-oliva-paquete
31/10/2023 18:22,3112-016-265002,C/ TETUÁN S/N 23700 LINARES,COLA PACK,Agua y refrescos,3.72,https://tienda.mercadona.es/product/27449/refresco-coca-cola-zero-azucar-pack-2
31/10/2023 18:22,3112-016-265002,C/ TETUÁN S/N 23700 LINARES,TRUFA CACAO,"Azúcar, caramelos y chocolate",1.85,https://tienda.mercadona.es/product/36307/trufas-clasicas-cacao-hacendado-caja
31/10/2023 18:22,3112-016-265002,C/ TETUÁN S/N 23700 LINARES,PIZZA ATUN BACON,Pizzas y platos preparados,2.9,https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado
31/10/2023 18:22,3112-016-265002,C/ TETUÁN S/N 23700 LINARES,ROSCA JAMON Y QUESO,Pizzas y platos preparados,3.5,https://tienda.mercadona.es/product/35851/rosca-jamon-serrano-queso-emmental-hacendado
31/10/2023 18:22,3112-016-265002,C/ TETUÁN S/N 23700 LINARES,POLVORON GRANEL,Panadería y pastelería,3.46,https://tienda.mercadona.es/product/85708/polvoron-almendra-muralla
31/10/2023 18:22,3112-016-265002,C/ TETUÁN S/N 23700 LINARES,MANDARINA,Fruta y verdura,1.17,https://tienda.mercadona.es/product/3238/mandarina-pieza
02/11/2023 21:06,3112-021-778889,C/ TETUÁN S/N 23700 LINARES,ALLIOLI TARRINA,"Aceite, especias y salsas",1.1,https://tienda.mercadona.es/product/17172/allioli-hacendado-tarrina
02/11/2023 21:06,3112-021-778889,C/ TETUÁN S/N 23700 LINARES,PATATAS BRAVAS,Pizzas y platos preparados,2.5,https://tienda.mercadona.es/product/11669/patatas-bravas-con-mayonesa-salsa-picante-hacendado-bandeja
02/11/2023 21:06,3112-021-778889,C/ TETUÁN S/N 23700 LINARES,MAXI HAMBURGUESA,Panadería y pastelería,0.9,https://tienda.mercadona.es/product/13803/pan-maxi-hamburguesa-hacendado-paquete
02/11/2023 21:06,3112-021-778889,C/ TETUÁN S/N 23700 LINARES,LOCION AFTER SHAVE,Cuidado facial y corporal,2.8,https://tienda.mercadona.es/product/60658/locion-after-shave-fresh-deliplus-con-alcohol-bote
02/11/2023 21:06,3112-021-778889,C/ TETUÁN S/N 23700 LINARES,PATATAS ACEITE OLIVA,Aperitivos,2.7,https://tienda.mercadona.es/product/33344/patatas-fritas-100-aceite-oliva-santo-reino-paquete
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,6 HUEVOS CAMPEROS,"Huevos, leche y mantequilla",1.59,https://tienda.mercadona.es/product/15768/huevos-gallinas-camperas-paquete
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,GRIEGO STRACCIAT.P-6,Postres y yogures,1.9,https://tienda.mercadona.es/product/20571/yogur-griego-stracciatella-hacendado-pack-6
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,PAPEL HUMEDO WC,Cuidado facial y corporal,1.55,https://tienda.mercadona.es/product/47291/papel-higienico-humedo-wc-bosque-verde-con-aloe-vera-camomila-paquete
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,ARROZ CON LECHE,Postres y yogures,1.4,https://tienda.mercadona.es/product/68354/arroz-con-leche-hacendado-pack-4
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,Q RALLADO EMMENTAL,otros,1.63,URL no encontrada
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,Q RALLADO EMMENTAL,otros,1.63,URL no encontrada
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,Q RALLADO EMMENTAL,otros,1.63,URL no encontrada
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,SALMÓN AHUMADO,Marisco y pescado,3.81,https://tienda.mercadona.es/product/53444/salmon-ahumado-hacendado-paquete
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,CINTAS DE BACON,Charcutería y quesos,2.1,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.4,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,MAXI YORK LONCHAS,Charcutería y quesos,2.38,https://tienda.mercadona.es/product/56115/maxi-york-hacendado-finas-lonchas-paquete
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,BASE DE PIZZA,Congelados,2.4,https://tienda.mercadona.es/product/63648/bases-pizza-artesanas-extrafinas-crujientes-hacendado-ultracongeladas-con-aceite-oliva-paquete
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,BASE DE PIZZA,Congelados,2.4,https://tienda.mercadona.es/product/63648/bases-pizza-artesanas-extrafinas-crujientes-hacendado-ultracongeladas-con-aceite-oliva-paquete
04/11/2023 21:08,3112-021-779822,C/ TETUÁN S/N 23700 LINARES,PLATANO,Fruta y verdura,1.18,https://tienda.mercadona.es/product/3819/platano-canarias-igp-pieza
07/11/2023 18:58,3112-011-433992,C/ TETUÁN S/N 23700 LINARES,PAN BLANCO FAMILIAR,Panadería y pastelería,1.25,https://tienda.mercadona.es/product/83867/pan-molde-blanco-familiar-hacendado-paquete
07/11/2023 18:58,3112-011-433992,C/ TETUÁN S/N 23700 LINARES,ATÚN CLARO GIRAS PK6,"Conservas, caldos y cremas",4.4,https://tienda.mercadona.es/product/18002/atun-claro-aceite-oliva-hacendado-pack-6
07/11/2023 18:58,3112-011-433992,C/ TETUÁN S/N 23700 LINARES,T CHOCO CRUJIENTE,otros,1.7,URL no encontrada
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,PAPEL ALUMINIO,Limpieza y hogar,2.2,https://tienda.mercadona.es/product/49000/papel-aluminio-bosque-verde-caja
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,CALENDARIO ADVIENTO,otros,1.1,URL no encontrada
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,PIZZA ATUN BACON,Pizzas y platos preparados,2.9,https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,ROSCA JAMON Y QUESO,Pizzas y platos preparados,3.5,https://tienda.mercadona.es/product/35851/rosca-jamon-serrano-queso-emmental-hacendado
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,POWERADE ICE STORM,otros,1.39,URL no encontrada
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,COLA PACK,Agua y refrescos,3.72,https://tienda.mercadona.es/product/27449/refresco-coca-cola-zero-azucar-pack-2
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,ESPAGUETI CARBONARA,Pizzas y platos preparados,2.2,https://tienda.mercadona.es/product/4265/spaghetti-carbonara-hacendado-bandeja
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,MINI BISCOTTE NORMAL,Panadería y pastelería,0.8,https://tienda.mercadona.es/product/82117/mini-biscotes-trigo-minigrill-caja
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,CABECERO LOMO 4 PACK,Charcutería y quesos,2.3,https://tienda.mercadona.es/product/59076/cabecero-lomo-hacendado-lonchas-pack-4
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,FLAUTAS BACON/QUESO,Carne,1.85,https://tienda.mercadona.es/product/2169/flautas-bacon-queso-bandeja
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,RULITO QUESO PIÑA,otros,1.39,URL no encontrada
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,GEL WC C/ LEJÍA,Limpieza y hogar,1.0,https://tienda.mercadona.es/product/43113/limpiador-wc-con-lejia-bosque-verde-gel-botella
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,ALTRAMUCES,Aperitivos,1.75,https://tienda.mercadona.es/product/33136/altramuces-hacendado-tarro
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,RELLENO FAJITAS,Congelados,1.9,https://tienda.mercadona.es/product/86820/relleno-fajitas-pollo-pimientos-cebolla-hacendado-ultracongelado-paquete
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,TRUFA CACAO,"Azúcar, caramelos y chocolate",1.85,https://tienda.mercadona.es/product/36307/trufas-clasicas-cacao-hacendado-caja
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,T CHOCO CRUJIENTE,otros,1.6,URL no encontrada
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,30 TOALLITAS LIMPIAM,Limpieza y hogar,1.35,https://tienda.mercadona.es/product/43482/toallitas-limpiadoras-banos-bosque-verde-paquete
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,GEL VAINILLA,Cuidado facial y corporal,1.4,https://tienda.mercadona.es/product/60555/gel-bano-vainilla-miel-deliplus-piel-normal-botella
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,RECAMB.ELEC.ORQUIDEA,otros,1.7,URL no encontrada
01/12/2023 19:07,3112-013-376040,C/ TETUÁN S/N 23700 LINARES,POLVORON GRANEL,Panadería y pastelería,1.73,https://tienda.mercadona.es/product/85708/polvoron-almendra-muralla
